Date,ZoneID,AvgTemperature,Humidity,SpecialEvent,EnergyConsumption
2025-08-04,2,33.87,59.82,0,6233.7
2025-08-05,2,33.16,60.74,0,6215.18
2025-08-06,2,35.41,55.82,0,6628.21
2025-08-07,2,33.78,58.42,0,6306.83
2025-08-08,2,29.05,69.21,0,5883.53
2025-08-09,2,30.94,52.64,0,5701.58
2025-08-10,2,31.64,60.27,0,5937.81
2025-08-11,2,33.98,62.28,0,6202.69
2025-08-12,2,29.87,60.16,0,5589.9
2025-08-13,2,32.77,55.43,0,6233.8
2025-08-14,2,34.24,60.88,0,6302.75
2025-08-15,2,31.98,48.5,0,6065.96
2025-08-16,2,35.64,64.52,0,6068.93
2025-08-17,2,33.74,60.47,0,6296.43
2025-08-18,2,36.04,54.38,1,7417.43
2025-08-19,2,33.13,57.29,0,6427.28
2025-08-20,2,34.31,45.39,1,6950.11
2025-08-21,2,34.92,56.67,0,6489.17
2025-08-22,2,32.7,56.17,0,5980.76
2025-08-23,2,32.5,62.24,0,5879.77
2025-08-24,2,31.83,62.93,0,5866.44
2025-08-25,2,33.08,52.65,1,6901.71
2025-08-26,2,33.1,61.38,0,6313.57
2025-08-27,2,34.01,54.25,0,6346.49
2025-08-28,2,31.99,51.02,0,5945.91
2025-08-29,2,29.43,58.5,0,5999.05
2025-08-30,2,29.9,53.62,0,5834.05
2025-08-31,2,30.78,57.02,0,5272.11
2025-09-01,2,28.77,60.29,0,5561.99
2025-09-02,2,31.11,65.62,0,5810.52
2025-09-03,2,30.58,69.46,0,6069.78
2025-09-04,2,28.88,62.16,0,5480.96
2025-09-05,2,28.7,63.18,1,6409.15
2025-09-06,2,30.02,63.68,0,5737.23
2025-09-07,2,30.98,73.14,1,6498.26
2025-09-08,2,30.91,64.29,0,5814.59
2025-09-09,2,30.66,56.27,0,5874.55
2025-09-10,2,31.43,56.84,0,5602.03
2025-09-11,2,28.46,55.55,0,5391.5
2025-09-12,2,29.47,57.52,0,5959.52
2025-09-13,2,31.63,59.88,0,5712.63
2025-09-14,2,31.43,62.9,0,5774.05
2025-09-15,2,28.39,63.36,0,5547.24
2025-09-16,2,34.01,53.71,0,6238.29
2025-09-17,2,31.53,59.45,0,6112.04
2025-09-18,2,33.75,58.39,0,6088.49
2025-09-19,2,32.98,55.21,0,6524.5
2025-09-20,2,31.76,49.02,0,6027.42
2025-09-21,2,32.64,60.61,0,5994.82
2025-09-22,2,33.43,63.42,0,6243.29
2025-09-23,2,32.78,57.83,1,7210.67
2025-09-24,2,31.52,64.39,1,6653.47
2025-09-25,2,30.88,68.08,0,5601.47
2025-09-26,2,30.14,70.42,0,5942.04
2025-09-27,2,29.69,52.91,1,6491.31
2025-09-28,2,29.4,60.33,0,5438.19
2025-09-29,2,30.61,64.06,0,5880.74
2025-09-30,2,28.26,68.4,0,5319.85
2025-10-01,2,28.89,65.92,0,5737.86
2025-10-02,2,27.14,68.08,0,5393.01
2025-10-03,2,26.76,74.6,0,5579.34
2025-10-04,2,24.52,65.71,0,4604.95
2025-10-05,2,27.15,62.45,0,5428.82
2025-10-06,2,28.43,70.91,0,5660.55
2025-10-07,2,28.18,72.14,0,5463.27
2025-10-08,2,26.57,67.21,0,5493.1
2025-10-09,2,29.51,66.09,0,5771.21
2025-10-10,2,26.34,67.25,0,5209.1
2025-10-11,2,28.38,70.76,0,5639.58
2025-10-12,2,26.69,66.95,0,5419.86
2025-10-13,2,27.16,72.03,0,5628.32
2025-10-14,2,26.13,76.64,0,5562.17
2025-10-15,2,25.29,62.45,0,5295.57
2025-10-16,2,25.08,72.0,0,5530.37
2025-10-17,2,27.82,65.87,0,5381.16
2025-10-18,2,26.69,64.8,1,5786.26
2025-10-19,2,25.82,70.65,0,5100.42
2025-10-20,2,25.56,63.43,0,5443.56
2025-10-21,2,27.01,74.12,0,5392.77
2025-10-22,2,30.09,64.67,0,5769.47
2025-10-23,2,29.61,71.41,0,5785.37
2025-10-24,2,27.54,60.8,0,5504.97
2025-10-25,2,28.64,71.04,1,6260.95
2025-10-26,2,27.56,62.99,0,5310.45
2025-10-27,2,24.81,63.3,0,5161.99
2025-10-28,2,27.97,63.25,0,5984.72
2025-10-29,2,23.69,59.64,0,4948.72
2025-10-30,2,24.65,65.59,1,5805.6
2025-10-31,2,23.95,71.4,0,5022.94
2025-11-01,2,23.27,62.62,0,4939.23
2025-11-02,2,22.81,68.86,1,5630.82
2025-11-03,2,24.01,76.61,0,5279.7
2025-11-04,2,22.45,72.54,0,5250.0
2025-11-05,2,20.13,74.84,0,5137.05
2025-11-06,2,23.9,66.4,0,5134.92
2025-11-07,2,20.03,71.67,0,4808.02
2025-11-08,2,20.75,67.28,0,4870.94
2025-11-09,2,24.62,74.42,0,5091.57
2025-11-10,2,23.39,66.38,0,4909.62
2025-11-11,2,24.23,76.11,0,5182.03
2025-11-12,2,23.87,56.26,0,5078.54
2025-11-13,2,23.5,74.49,0,4969.73
2025-11-14,2,23.63,71.31,0,5178.8
2025-11-15,2,25.52,64.25,0,5326.08
2025-11-16,2,21.84,73.45,0,4920.23
2025-11-17,2,23.16,70.84,0,4918.54
2025-11-18,2,22.88,65.5,0,5020.33
2025-11-19,2,24.51,68.89,0,5146.84
2025-11-20,2,27.94,75.42,1,6552.3
2025-11-21,2,23.2,63.24,0,5308.66
2025-11-22,2,25.63,68.08,1,6067.01
2025-11-23,2,24.44,69.47,0,5026.86
2025-11-24,2,25.06,65.1,0,5282.92
2025-11-25,2,24.21,76.21,0,4923.01
2025-11-26,2,21.98,78.09,0,5080.15
2025-11-27,2,19.71,84.23,0,5392.84
2025-11-28,2,23.15,75.89,0,5158.21
2025-11-29,2,20.73,88.12,1,5822.1
2025-11-30,2,21.54,69.4,0,4836.99
2025-12-01,2,21.18,80.18,1,6039.25
2025-12-02,2,20.14,75.46,0,5103.75
2025-12-03,2,21.91,74.0,0,5080.11
2025-12-04,2,21.16,78.6,0,5163.62
2025-12-05,2,20.28,72.79,0,5338.1
2025-12-06,2,20.64,70.94,0,4988.46
2025-12-07,2,21.85,65.49,1,5477.65
2025-12-08,2,18.63,75.77,0,5091.62
2025-12-09,2,19.69,74.24,0,5315.94
2025-12-10,2,20.95,80.3,0,5277.98
2025-12-11,2,21.11,70.93,0,5128.38
2025-12-12,2,23.03,84.38,0,5705.93
2025-12-13,2,19.48,82.45,0,4882.4
2025-12-14,2,21.76,75.42,0,5046.99
2025-12-15,2,23.02,75.49,0,5383.48
2025-12-16,2,22.41,79.35,0,5028.99
2025-12-17,2,21.01,73.75,0,5348.14
2025-12-18,2,21.73,83.58,0,5295.03
2025-12-19,2,20.87,85.06,1,6085.85
2025-12-20,2,21.55,72.34,0,5095.38
2025-12-21,2,20.85,92.72,0,4918.28
2025-12-22,2,22.51,83.93,0,5357.42
2025-12-23,2,18.99,75.65,0,4847.11
2025-12-24,2,21.45,66.08,0,5015.13
2025-12-25,2,19.78,80.64,0,5389.24
2025-12-26,2,21.62,83.09,0,5302.68
2025-12-27,2,20.88,78.76,0,4973.65
2025-12-28,2,18.6,81.97,1,5739.91
2025-12-29,2,18.41,74.05,0,5190.23
2025-12-30,2,17.74,84.75,0,5008.59
2025-12-31,2,20.03,76.41,0,5202.52
2025-01-01,3,17.27,83.98,0,4093.7
2025-01-02,3,19.27,68.69,0,3981.61
2025-01-03,3,21.83,87.2,0,3943.96
2025-01-04,3,18.96,81.41,0,3437.58
2025-01-05,3,19.36,84.58,0,3628.83
2025-01-06,3,18.73,79.09,0,3871.8
2025-01-07,3,22.53,83.17,0,3254.87
2025-01-08,3,18.62,88.02,0,3651.77
2025-01-09,3,23.54,83.64,0,3699.14
2025-01-10,3,21.13,80.35,0,3801.75
2025-01-11,3,22.33,84.25,1,4212.87
2025-01-12,3,20.82,67.04,0,3256.15
2025-01-13,3,21.82,79.52,0,4070.52
2025-01-14,3,19.08,80.95,0,3598.37
2025-01-15,3,20.62,72.01,0,3536.81
2025-01-16,3,23.11,78.07,0,3698.44
2025-01-17,3,19.87,77.82,0,3763.37
2025-01-18,3,18.44,81.25,0,3967.67
2025-01-19,3,19.05,89.22,0,3664.27
2025-01-20,3,16.98,80.89,0,4016.52
2025-01-21,3,18.82,88.73,0,4086.8
2025-01-22,3,18.16,94.33,0,3700.8
2025-01-23,3,16.34,95.0,0,3784.06
2025-01-24,3,19.64,84.84,0,3484.43
2025-01-25,3,17.46,80.79,0,3741.6
2025-01-26,3,17.47,86.86,1,4035.78
2025-01-27,3,17.36,83.9,0,3653.79
2025-01-28,3,17.24,88.74,0,3426.57
2025-01-29,3,16.65,91.46,1,4179.26
2025-01-30,3,18.44,82.73,0,3502.28
2025-01-31,3,17.85,84.52,0,3864.11
2025-02-01,3,17.7,85.11,0,3673.59
2025-02-02,3,20.03,81.15,0,3541.41
2025-02-03,3,22.02,79.59,0,3633.42
2025-02-04,3,20.94,79.17,0,3812.9
2025-02-05,3,22.27,87.2,0,3614.94
2025-02-06,3,20.1,81.38,0,3531.73
2025-02-07,3,21.02,78.73,0,3658.73
2025-02-08,3,23.5,80.28,0,3578.75
2025-02-09,3,21.58,80.78,0,3630.5
2025-02-10,3,24.95,74.04,0,3791.95
2025-02-11,3,19.83,85.99,0,3619.73
2025-02-12,3,21.93,71.97,0,3850.57
2025-02-13,3,21.14,75.67,1,4097.65
2025-02-14,3,20.92,85.1,0,3604.26
2025-02-15,3,21.54,85.81,0,3473.31
2025-02-16,3,22.34,76.46,1,3814.23
2025-02-17,3,22.59,76.94,0,3808.66
2025-02-18,3,19.0,80.32,0,3918.83
2025-02-19,3,20.04,82.39,0,3769.76
2025-02-20,3,18.07,79.59,1,4442.53
2025-02-21,3,21.94,84.67,0,3899.23
2025-02-22,3,18.59,82.52,0,3342.6
2025-02-23,3,19.91,83.23,0,3671.46
2025-02-24,3,19.78,85.19,0,3843.25
2025-02-25,3,18.5,85.22,0,3648.72
2025-02-26,3,19.75,79.32,0,3519.68
2025-02-27,3,21.68,86.32,0,4133.23
2025-02-28,3,19.95,95.0,1,4393.74
2025-03-01,3,20.02,84.09,0,3560.09
2025-03-02,3,23.48,80.82,0,3390.95
2025-03-03,3,22.03,80.04,0,3588.62
2025-03-04,3,25.65,76.66,0,3707.9
2025-03-05,3,22.31,83.2,0,3875.73
2025-03-06,3,21.94,82.44,0,3636.37
2025-03-07,3,21.98,74.74,0,3810.39
2025-03-08,3,25.02,78.58,0,3301.74
2025-03-09,3,25.19,79.13,0,3705.14
2025-03-10,3,22.86,72.47,0,3770.27
2025-03-11,3,25.4,71.19,0,3640.02
2025-03-12,3,24.04,72.21,0,3522.18
2025-03-13,3,24.7,72.6,0,3916.33
2025-03-14,3,22.72,78.92,0,3645.31
2025-03-15,3,23.63,85.06,0,3788.56
2025-03-16,3,24.87,76.56,1,4149.04
2025-03-17,3,25.49,75.03,0,3797.59
2025-03-18,3,24.8,73.12,0,3822.51
2025-03-19,3,21.71,86.57,0,3962.57
2025-03-20,3,25.29,78.22,0,3487.02
2025-03-21,3,23.41,76.2,0,3688.24
2025-03-22,3,23.7,71.63,1,4254.85
2025-03-23,3,21.17,85.1,0,3689.13
2025-03-24,3,24.1,82.2,1,4048.6
2025-03-25,3,24.08,74.19,0,3737.07
2025-03-26,3,23.24,80.72,0,3493.2
2025-03-27,3,23.9,79.42,0,3717.79
2025-03-28,3,20.9,85.51,0,3836.21
2025-03-29,3,22.23,87.84,0,3552.68
2025-03-30,3,23.63,73.05,0,3785.33
2025-03-31,3,23.19,80.75,0,3729.89
2025-04-01,3,23.89,74.09,0,3625.03
2025-04-02,3,24.56,75.73,0,3537.75
2025-04-03,3,26.65,65.43,0,3754.69
2025-04-04,3,28.25,78.55,0,4294.28
2025-04-05,3,25.26,81.93,0,3860.43
2025-04-06,3,26.18,70.97,0,3703.57
2025-04-07,3,26.47,78.59,1,4529.36
2025-04-08,3,28.13,74.19,0,4043.14
2025-04-09,3,28.57,84.4,0,4308.35
2025-04-10,3,32.34,73.77,0,4475.73
2025-04-11,3,26.74,73.09,0,4012.12
2025-04-12,3,27.96,74.99,0,3984.33
2025-04-13,3,27.96,70.87,0,3935.3
2025-04-14,3,25.85,74.15,0,3973.78
2025-04-15,3,29.23,74.51,0,4118.3
2025-04-16,3,26.82,73.51,0,3899.67
2025-04-17,3,24.89,74.18,0,3706.89
2025-04-18,3,26.94,76.98,0,3650.96
2025-04-19,3,26.56,78.56,0,3886.49
2025-04-20,3,24.76,74.83,0,3604.03
2025-04-21,3,27.37,69.35,0,3992.83
2025-04-22,3,27.61,69.63,0,3452.43
2025-04-23,3,25.49,72.53,0,3822.31
2025-04-24,3,26.25,63.18,0,3626.14
2025-04-25,3,27.05,67.37,0,3825.44
2025-04-26,3,26.92,74.4,0,3465.46
2025-04-27,3,24.62,72.48,1,3933.72
2025-04-28,3,27.84,71.48,0,3922.67
2025-04-29,3,27.62,74.56,0,3859.69
2025-04-30,3,27.6,74.98,0,3891.94
2025-05-01,3,25.99,71.4,0,3513.27
2025-05-02,3,27.52,67.46,0,4023.66
2025-05-03,3,27.87,71.02,0,3702.79
2025-05-04,3,30.19,74.6,0,4195.57
2025-05-05,3,27.99,65.77,0,4240.7
2025-05-06,3,31.26,69.25,0,3864.87
2025-05-07,3,31.15,67.63,0,4219.47
2025-05-08,3,31.48,73.78,0,4504.26
2025-05-09,3,31.61,68.27,0,4073.34
2025-05-10,3,35.74,67.51,0,4488.58
2025-05-11,3,34.55,70.38,0,4574.65
2025-05-12,3,31.49,69.13,0,4342.04
2025-05-13,3,31.02,69.33,0,4558.25
2025-05-14,3,34.61,66.25,0,4406.92
2025-05-15,3,33.22,65.3,0,4531.71
2025-05-16,3,30.71,68.52,0,4307.25
2025-05-17,3,33.94,69.78,0,4116.49
2025-05-18,3,31.29,63.33,0,4157.7
2025-05-19,3,30.83,61.2,0,3913.89
2025-05-20,3,31.13,78.24,0,3950.79
2025-05-21,3,32.21,71.68,0,4271.41
2025-05-22,3,31.57,70.1,0,4372.71
2025-05-23,3,26.92,69.6,0,3890.33
2025-05-24,3,29.16,73.37,0,4152.08
2025-05-25,3,31.1,72.75,0,4114.43
2025-05-26,3,30.1,66.79,0,3946.71
2025-05-27,3,29.75,69.33,0,4103.59
2025-05-28,3,31.79,71.86,0,4402.09
2025-05-29,3,30.36,74.03,0,3983.5
2025-05-30,3,31.3,74.84,0,4359.88
2025-05-31,3,32.25,60.58,0,3846.1
2025-06-01,3,31.06,71.91,0,4033.88
2025-06-02,3,32.9,63.51,0,4318.05
2025-06-03,3,32.88,68.21,0,4360.45
2025-06-04,3,32.87,56.89,0,4609.19
2025-06-05,3,34.26,57.04,0,4418.01
2025-06-06,3,36.27,61.09,0,4662.79
2025-06-07,3,35.06,56.14,0,4261.82
2025-06-08,3,35.84,58.04,0,4448.56
2025-06-09,3,34.58,64.96,0,4347.57
2025-06-10,3,37.13,66.15,0,4779.75
2025-06-11,3,33.84,57.33,0,4098.77
2025-06-12,3,36.11,60.18,0,4660.4
2025-06-13,3,35.48,57.67,1,5056.83
2025-06-14,3,32.7,62.92,0,4436.04
2025-06-15,3,35.21,55.82,0,4488.09
2025-06-16,3,34.93,65.79,0,4485.99
2025-06-17,3,32.75,53.89,0,4352.07
2025-06-18,3,34.07,55.59,0,4794.0
2025-06-19,3,33.1,62.59,0,4712.4
2025-06-20,3,31.28,65.16,0,4104.34
2025-06-21,3,32.42,69.92,0,4232.44
2025-06-22,3,31.79,76.01,0,4047.32
2025-06-23,3,29.72,71.97,0,4567.85
2025-06-24,3,30.22,71.79,0,4316.78
2025-06-25,3,29.9,71.97,0,4140.57
2025-06-26,3,33.23,58.2,1,4774.65
2025-06-27,3,29.92,68.71,0,3997.08
2025-06-28,3,33.26,60.47,0,4067.82
2025-06-29,3,31.85,68.01,0,4456.12
2025-06-30,3,33.51,56.77,0,4494.59
2025-07-01,3,34.86,66.24,0,4475.65
2025-07-02,3,34.0,54.38,0,4661.11
2025-07-03,3,34.98,53.27,0,4798.52
2025-07-04,3,34.91,56.72,0,4227.38
2025-07-05,3,37.38,56.03,0,4520.6
2025-07-06,3,37.7,58.95,0,4666.17
2025-07-07,3,36.82,59.97,0,4991.15
2025-07-08,3,34.86,59.63,0,4561.79
2025-07-09,3,35.63,60.52,0,4266.32
2025-07-10,3,36.26,52.87,0,4626.69
2025-07-11,3,36.87,60.46,0,4303.13
2025-07-12,3,34.15,69.65,0,4400.27
2025-07-13,3,34.88,59.55,0,4413.16
2025-07-14,3,35.77,56.16,0,4611.11
2025-07-15,3,33.56,62.11,0,4629.4
2025-07-16,3,35.91,57.7,0,4336.4
2025-07-17,3,36.33,53.79,0,4577.99
2025-07-18,3,32.67,54.27,0,4154.6
2025-07-19,3,32.75,56.36,0,4100.16
2025-07-20,3,33.2,62.83,0,4128.04
2025-07-21,3,33.82,62.66,0,4421.96
2025-07-22,3,31.83,56.43,0,4328.35
2025-07-23,3,33.38,60.9,0,4498.44
2025-07-24,3,33.96,63.55,0,4668.53
2025-07-25,3,32.94,62.85,0,4382.31
2025-07-26,3,31.64,64.11,0,3986.61
2025-07-27,3,32.9,57.37,1,4932.48
2025-07-28,3,32.05,57.8,0,4130.17
2025-07-29,3,30.85,64.17,0,4104.53
2025-07-30,3,31.2,65.19,0,4434.19
2025-07-31,3,33.46,55.78,0,4516.32
2025-08-01,3,33.88,56.09,0,4387.27
2025-08-02,3,32.75,61.35,0,4063.66
2025-08-03,3,35.92,58.45,0,4385.25
2025-08-04,3,36.78,60.86,0,4813.11
2025-08-05,3,36.44,54.25,0,4694.31
2025-08-06,3,36.33,61.94,0,4447.29
2025-08-07,3,36.33,56.09,0,4677.43
2025-08-08,3,33.13,54.08,0,4682.42
2025-08-09,3,33.97,56.48,1,5062.47
2025-08-10,3,34.86,55.04,0,4245.5
2025-08-11,3,36.36,48.88,0,4724.65
2025-08-12,3,32.75,53.66,0,4315.6
2025-08-13,3,34.3,54.01,0,4502.33
2025-08-14,3,35.74,43.52,0,4592.06
2025-08-15,3,33.8,60.08,0,4354.04
2025-08-16,3,32.77,57.59,0,4069.77
2025-08-17,3,32.04,59.03,0,4368.76
2025-08-18,3,32.22,63.98,0,4270.65
2025-08-19,3,31.94,57.73,0,4414.1
2025-08-20,3,32.2,60.34,0,4107.3
2025-08-21,3,34.58,56.47,0,4729.34
2025-08-22,3,31.74,62.37,0,4187.23
2025-08-23,3,30.95,53.15,0,4054.47
2025-08-24,3,33.69,58.43,0,4203.78
2025-08-25,3,34.93,61.4,1,5106.06
2025-08-26,3,30.12,53.9,0,4131.48
2025-08-27,3,28.67,56.01,0,3925.6
2025-08-28,3,32.03,53.15,0,4055.15
2025-08-29,3,34.01,49.16,0,4502.03
2025-08-30,3,34.31,59.1,0,4273.9
2025-08-31,3,30.82,57.69,0,3761.95
2025-09-01,3,33.11,52.82,0,4120.45
2025-09-02,3,33.22,55.92,0,4422.63
2025-09-03,3,34.77,53.43,0,4311.78
2025-09-04,3,32.65,57.51,0,4099.92
2025-09-05,3,31.38,48.09,1,4830.02
2025-09-06,3,31.18,53.11,0,3906.63
2025-09-07,3,33.85,61.18,0,3960.95
2025-09-08,3,32.98,50.55,0,4058.47
2025-09-09,3,31.66,54.46,0,4483.58
2025-09-10,3,36.27,53.85,0,4206.06
2025-09-11,3,32.21,57.72,0,4324.22
2025-09-12,3,32.73,60.56,1,4627.15
2025-09-13,3,32.67,59.08,0,4283.55
2025-09-14,3,29.28,54.42,0,3680.23
2025-09-15,3,31.85,61.46,0,4326.88
2025-09-16,3,30.6,66.68,0,4181.15
2025-09-17,3,31.9,60.32,0,4109.3
2025-09-18,3,30.37,67.12,0,4390.05
2025-09-19,3,26.23,63.81,0,3675.58
2025-09-20,3,31.98,59.49,0,4091.42
2025-09-21,3,25.56,60.88,0,3460.23
2025-09-22,3,27.0,70.19,0,4003.41
2025-09-23,3,27.4,62.2,0,3721.65
2025-09-24,3,26.53,61.02,0,3549.49
2025-09-25,3,28.33,63.99,0,3854.42
2025-09-26,3,28.53,64.29,0,4124.94
2025-09-27,3,29.35,63.8,0,3812.6
2025-09-28,3,26.55,60.3,0,3450.7
2025-09-29,3,29.31,68.3,0,4131.57
2025-09-30,3,27.5,62.22,0,4017.45
2025-10-01,3,28.25,68.31,0,3878.52
2025-10-02,3,27.68,65.01,0,3972.78
2025-10-03,3,32.77,67.14,0,4290.88
2025-10-04,3,30.45,57.61,0,4030.64
2025-10-05,3,30.25,65.46,0,3984.19
2025-10-06,3,29.76,70.01,0,4073.28
2025-10-07,3,29.89,63.43,0,3856.71
2025-10-08,3,27.6,59.81,0,3802.06
2025-10-09,3,30.45,61.34,0,3925.51
2025-10-10,3,28.64,66.56,0,3883.21
2025-10-11,3,29.16,74.31,0,3813.16
2025-10-12,3,28.29,64.51,1,4288.06
2025-10-13,3,26.06,60.99,0,3765.73
2025-10-14,3,26.81,64.45,0,4015.13
2025-10-15,3,26.96,67.31,0,3988.67
2025-10-16,3,27.12,69.61,0,4023.06
2025-10-17,3,25.96,67.46,1,4190.4
2025-10-18,3,24.76,68.14,0,3388.93
2025-10-19,3,25.13,66.58,0,3514.38
2025-10-20,3,24.66,66.7,0,3478.43
2025-10-21,3,23.43,55.45,0,3560.09
2025-10-22,3,23.66,73.98,0,3717.23
2025-10-23,3,23.72,73.62,0,3553.19
2025-10-24,3,21.78,67.84,0,4064.1
2025-10-25,3,24.29,64.44,0,3574.34
2025-10-26,3,21.82,72.97,0,3594.1
2025-10-27,3,24.13,71.41,0,3553.91
2025-10-28,3,27.23,64.61,0,3454.96
2025-10-29,3,26.66,74.25,0,4019.11
2025-10-30,3,25.9,64.37,0,3638.51
2025-10-31,3,24.51,74.36,0,3621.18
2025-11-01,3,24.57,65.56,1,3822.9
2025-11-02,3,26.31,71.33,1,4369.53
2025-11-03,3,25.54,67.21,0,3956.8
2025-11-04,3,25.0,70.55,0,3567.55
2025-11-05,3,25.26,75.63,0,3636.8
2025-11-06,3,26.5,67.17,0,3812.35
2025-11-07,3,26.36,66.21,0,3500.09
2025-11-08,3,25.9,78.55,0,3401.59
2025-11-09,3,24.95,76.68,0,3471.59
2025-11-10,3,24.21,67.27,0,3909.28
2025-11-11,3,26.25,70.94,0,3622.07
2025-11-12,3,25.09,62.92,0,3775.26
2025-11-13,3,22.28,66.75,0,3738.26
2025-11-14,3,24.87,73.08,0,3633.63
2025-11-15,3,21.4,70.21,1,4056.09
2025-11-16,3,19.49,70.39,0,3511.28
2025-11-17,3,20.0,85.83,0,3869.81
2025-11-18,3,22.15,70.72,0,4061.74
2025-11-19,3,22.66,76.4,1,4044.81
2025-11-20,3,22.78,68.11,0,3364.06
2025-11-21,3,17.95,77.66,0,3377.62
2025-11-22,3,21.45,84.16,0,3561.47
2025-11-23,3,20.68,78.7,0,3502.36
2025-11-24,3,20.76,75.82,0,3697.34
2025-11-25,3,20.66,81.41,0,3852.05
2025-11-26,3,23.41,70.64,0,3777.67
2025-11-27,3,25.81,64.93,0,3855.08
2025-11-28,3,22.05,83.59,0,3946.68
2025-11-29,3,23.4,76.47,1,4300.33
2025-11-30,3,23.77,75.78,1,4082.24
2025-12-01,3,22.21,77.28,0,3580.89
2025-12-02,3,21.09,71.27,0,3680.83
2025-12-03,3,23.06,76.18,0,3988.87
2025-12-04,3,22.52,72.03,0,3361.39
2025-12-05,3,21.87,79.72,0,3954.7
2025-12-06,3,25.09,70.66,0,3789.91
2025-12-07,3,22.25,79.1,0,3482.86
2025-12-08,3,21.63,77.06,0,3699.43
2025-12-09,3,20.75,70.71,0,4013.85
2025-12-10,3,22.79,72.78,1,4155.43
2025-12-11,3,21.36,71.11,0,3228.24
2025-12-12,3,22.61,72.76,0,4003.22
2025-12-13,3,20.07,73.7,0,3600.73
2025-12-14,3,20.0,69.4,0,3722.51
2025-12-15,3,20.29,79.42,0,3633.49
2025-12-16,3,22.11,74.98,0,3914.03
2025-12-17,3,18.36,75.87,0,3724.03
2025-12-18,3,19.39,88.64,1,3898.21
2025-12-19,3,19.19,78.63,0,3812.95
2025-12-20,3,18.87,78.66,0,3676.9
2025-12-21,3,17.62,75.1,0,3409.38
2025-12-22,3,18.47,71.84,0,3524.27
2025-12-23,3,17.73,85.21,0,3901.59
2025-12-24,3,16.0,90.57,0,4117.42
2025-12-25,3,20.05,81.35,0,3795.87
2025-12-26,3,18.19,80.11,0,3391.8
2025-12-27,3,20.7,77.78,0,3459.37
2025-12-28,3,19.94,74.38,0,3606.45
2025-12-29,3,20.51,77.54,0,3754.51
2025-12-30,3,18.07,75.33,0,3872.85
2025-12-31,3,19.94,76.93,0,3797.25
2025-01-01,4,20.34,68.03,0,5967.97
2025-01-02,4,21.08,77.82,1,6585.84
2025-01-03,4,20.59,73.29,0,6087.16
2025-01-04,4,18.34,73.18,0,5663.75
2025-01-05,4,19.51,89.7,0,5966.47
2025-01-06,4,20.25,83.12,0,5957.48
2025-01-07,4,21.87,70.24,0,5938.41
2025-01-08,4,22.54,72.6,0,5715.4
2025-01-09,4,20.77,79.72,0,5799.06
2025-01-10,4,18.29,81.1,0,5869.29
2025-01-11,4,21.85,78.34,0,5694.79
2025-01-12,4,19.65,80.22,0,6062.98
2025-01-13,4,18.74,84.99,0,5994.48
2025-01-14,4,17.37,88.55,0,6118.78
2025-01-15,4,20.19,86.12,0,5777.49
2025-01-16,4,17.06,77.74,0,5997.18
2025-01-17,4,16.0,82.69,0,5996.6
2025-01-18,4,16.0,86.36,0,5888.1
2025-01-19,4,20.39,84.73,1,6889.94
2025-01-20,4,16.0,79.05,0,5588.82
2025-01-21,4,17.85,77.44,0,5770.55
2025-01-22,4,18.7,82.07,0,6002.89
2025-01-23,4,17.31,81.85,0,6073.17
2025-01-24,4,19.53,93.83,0,6047.77
2025-01-25,4,18.27,83.56,0,5824.29
2025-01-26,4,20.99,77.44,0,5881.95
2025-01-27,4,19.85,79.86,0,5837.44
2025-01-28,4,20.68,77.12,1,7022.31
2025-01-29,4,19.69,84.24,0,5926.72
2025-01-30,4,22.03,81.92,0,5993.7
2025-01-31,4,21.86,81.3,0,5881.04
2025-02-01,4,23.85,73.46,0,5696.16
2025-02-02,4,24.09,74.06,0,5596.39
2025-02-03,4,22.16,73.21,0,5544.59
2025-02-04,4,22.05,77.71,0,6163.5
2025-02-05,4,19.8,85.92,0,6322.16
2025-02-06,4,22.54,74.88,0,6054.69
2025-02-07,4,20.92,80.33,0,5854.63
2025-02-08,4,21.16,85.81,0,5824.59
2025-02-09,4,20.34,73.0,0,5892.28
2025-02-10,4,18.95,84.36,0,6035.39
2025-02-11,4,21.56,74.9,0,5980.31
2025-02-12,4,18.81,90.09,0,6120.16
2025-02-13,4,22.03,73.05,1,6897.68
2025-02-14,4,18.0,85.1,0,6152.53
2025-02-15,4,20.58,83.05,0,5657.9
2025-02-16,4,19.77,82.42,0,5772.32
2025-02-17,4,20.67,82.34,0,6185.55
2025-02-18,4,18.02,80.22,0,6310.21
2025-02-19,4,21.35,82.98,0,6154.23
2025-02-20,4,17.52,87.29,0,6103.71
2025-02-21,4,19.22,85.31,0,5477.46
2025-02-22,4,20.12,85.35,0,5689.32
2025-02-23,4,20.88,81.06,0,5872.88
2025-02-24,4,21.3,86.49,0,5878.72
2025-02-25,4,17.73,81.57,0,5937.52
2025-02-26,4,22.72,80.95,0,5943.11
2025-02-27,4,22.71,82.75,0,5703.51
2025-02-28,4,21.84,85.11,0,6072.9
2025-03-01,4,22.47,84.18,0,5777.6
2025-03-02,4,23.68,85.38,0,5985.72
2025-03-03,4,23.56,79.29,0,5962.6
2025-03-04,4,23.97,73.95,1,6635.58
2025-03-05,4,23.23,80.27,0,5915.38
2025-03-06,4,22.96,77.21,0,5460.91
2025-03-07,4,22.47,93.98,0,5902.26
